Country,State,Year,City,Investment,Central_assistance_sanctioned,Central_assistance_released,Houses_sanctioned,Houses_grounded,Houses_completed,Grounding_rate,Completion_rate,Grounded_completion_rate,Investment_per_house,Assistance_release_rate
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025",Anantapur-Hindupur Development Authority,2197.33,892.5,657.99,59497.0,58829.0,31843.0,0.9887725431534363,0.5352034556364187,0.5412806608985364,0.03693177807284401,0.7372436974789917
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025",Andhra Pradesh Capital Region Development,4221.74,1669.97,1521.55,111154.0,110196.0,49578.0,0.9913813268078522,0.44602983248466094,0.44990743765653923,0.03798099933425698,0.9111241519308729
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025",Annamayya Development Authority,1442.46,878.63,761.66,58570.0,58269.0,38242.0,0.9948608502646406,0.6529281201980536,0.6563009490466629,0.024627966535769166,0.8668722898148253
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025",Atmakur (Nandyal),151.21,59.18,39.28,3916.0,3646.0,1939.0,0.9310520939734422,0.4951481103166496,0.531815688425672,0.038613381001021456,0.663737749239608
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025",Atmakur (Nellore),182.0,54.59,44.69,3622.0,3370.0,2269.0,0.9304251794588625,0.6264494754279404,0.6732937685459941,0.05024848150193263,0.8186481040483604
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","B Kothakota, Town Panchayat",40.89,18.87,6.91,1258.0,1168.0,380.0,0.9284578696343402,0.302066772655008,0.3253424657534247,0.03250397456279809,0.3661897191308956
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Badvel, Municipality",212.69,90.34,84.13,6017.0,5872.0,3168.0,0.9759016120990527,0.526508226691042,0.5395095367847411,0.035348180156224034,0.9312596856320566
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Bapatla, Municipality",248.62,65.59,54.92,4249.0,4137.0,2373.0,0.9736408566721582,0.5584843492586491,0.5736040609137056,0.058512591197928926,0.8373227626162525
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Bethamcherla, Town Panchayat",37.91,8.68,3.59,576.0,9.0,9.0,0.015625,0.015625,1.0,0.06581597222222221,0.41359447004608296
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Bheemunipatnam, Municipality",236.18,95.17,38.24,6113.0,4530.0,1202.0,0.741043677408801,0.19663013250449862,0.2653421633554084,0.038635694421724195,0.40180729221393297
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Bhimavaram, Municipality",820.26,229.99,132.51,15206.0,11229.0,9275.0,0.7384585032224122,0.6099565960804946,0.8259862855107312,0.05394318032355649,0.5761554850210878
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025",Bobbili Development,870.34,384.91,281.59,25661.0,25179.0,18633.0,0.9812166322434823,0.726121351467207,0.7400214464434648,0.03391683878258837,0.7315736146112077
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Bobbili, Municipality",279.01,75.58,60.16,4907.0,4749.0,2849.0,0.9678011004687181,0.5805991440798859,0.5999157717414193,0.05685958834318321,0.7959777718973273
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Buchireddypalem, Town Panchayat",80.16,29.95,15.25,1997.0,1712.0,1284.0,0.85728592889334,0.642964446670005,0.75,0.040140210315473206,0.5091819699499165
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Chilakaluripeta, Municipality",631.77,169.16,110.7,11219.0,8571.0,6979.0,0.7639718334967466,0.6220697031821018,0.8142573795356435,0.056312505570906495,0.6544100260108773
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Chimakurthy, Municipality",82.42,30.44,16.73,2013.0,1737.0,1189.0,0.8628912071535022,0.5906607054148038,0.6845135290731146,0.04094386487829111,0.5496057818659659
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Chinthalapudi, Town Panchayat",53.29,19.05,8.58,1270.0,876.0,410.0,0.6897637795275591,0.3228346456692913,0.4680365296803653,0.04196062992125984,0.45039370078740154
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Chirala, Municipality",83.87,26.16,21.5,1655.0,1453.0,1313.0,0.8779456193353474,0.7933534743202417,0.9036476256022024,0.05067673716012085,0.8218654434250765
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Chittoor, Municipal Corporation",500.74,169.79,149.9,11160.0,9293.0,7405.0,0.8327060931899641,0.6635304659498208,0.7968363284192402,0.044869175627240146,0.8828552918310856
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025",Chittor Development Authority,1205.26,532.16,438.9,35475.0,35263.0,25316.0,0.9940239605355884,0.7136293164200141,0.7179196324759664,0.03397491190979563,0.8247519542994588
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Dachepalli, Town Panchayat",56.52,24.98,11.69,1665.0,1553.0,683.0,0.9327327327327327,0.4102102102102102,0.43979394719896975,0.033945945945945945,0.4679743795036029
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Darsi, Town Panchayat",70.38,28.17,8.3,1876.0,726.0,317.0,0.38699360341151384,0.1689765458422175,0.4366391184573003,0.03751599147121535,0.2946396876109336
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Dharmavaram, Municipality",706.72,237.17,243.09,15783.0,14644.0,5523.0,0.9278337451688525,0.34993347272381675,0.377151051625239,0.04477729202306279,1.0249609984399377
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Dhone, Municipality",174.58,67.17,54.41,4450.0,4090.0,2810.0,0.9191011235955057,0.6314606741573033,0.687041564792176,0.03923146067415731,0.8100342414768497
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025",East Godavari Urban Development Authority,448.35,182.58,163.96,12172.0,12172.0,6565.0,1.0,0.5393526125534013,0.5393526125534013,0.03683453828458758,0.8980173074816519
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025",Eluru Development Authority,2074.9,982.9,866.09,65525.0,65524.0,46302.0,0.9999847386493704,0.7066310568485311,0.7066418411574384,0.03166577642121328,0.8811577983518161
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Eluru, Municipal Corporation",944.27,318.79,386.3,20882.0,20030.0,6268.0,0.9591993104108801,0.3001628196532899,0.3129306040938592,0.045219327650608175,1.211769503434863
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Giddaluru, Town Panchayat",202.78,50.25,33.56,3224.0,2955.0,2341.0,0.9165632754342432,0.7261166253101737,0.7922165820642978,0.0628970223325062,0.667860696517413
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025",Godavari Urban Development Authority,323.72,155.82,101.32,10388.0,10388.0,5502.0,1.0,0.5296495956873315,0.5296495956873315,0.0311628802464382,0.6502374534719548
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Gollaprolu, Town Panchayat",94.31,41.34,32.29,2743.0,2484.0,1181.0,0.9055778344877871,0.4305504921618666,0.4754428341384863,0.034382063434196135,0.7810836961780357
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Gooty, Municipality",139.13,52.04,34.53,3456.0,3229.0,1595.0,0.9343171296296297,0.4615162037037037,0.4939609786311552,0.04025752314814815,0.6635280553420446
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Gudivada, Municipality",875.93,233.28,134.49,15386.0,13213.0,10857.0,0.8587677109060184,0.7056414922656961,0.8216907591008855,0.05693032627063564,0.5765174897119342
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Gudur, Municipality",512.77,138.39,86.93,9206.0,8440.0,6619.0,0.9167933956115577,0.7189876167716707,0.7842417061611374,0.05569954377579839,0.628152323144736
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Gudur, Town Panchayat",95.06,35.34,11.65,2353.0,958.0,831.0,0.4071398215044624,0.3531661708457289,0.8674321503131524,0.04039949001274968,0.3296547821165818
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Guntakal, Municipality",424.73,130.8,97.48,8681.0,7998.0,3994.0,0.9213224282916714,0.4600852436355259,0.4993748437109277,0.0489263909687824,0.7452599388379204
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Guntur, Municipal Corporation",2823.84,707.42,554.14,44348.0,42806.0,28159.0,0.9652295481194192,0.6349553531162623,0.6578283418212401,0.06367457382520068,0.7833253230047215
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Gurajala, Town Panchayat",51.56,22.83,9.13,1522.0,1433.0,955.0,0.9415243101182654,0.6274638633377135,0.6664340544312631,0.03387647831800263,0.3999123959702147
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Hindupur, Municipality",465.71,139.09,155.71,9201.0,8759.0,2425.0,0.9519617432887729,0.2635583088794696,0.276858088822925,0.05061515052711662,1.1194909770652095
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Ichchapuram, Municipality",110.11,48.03,30.19,3201.0,3042.0,1631.0,0.950328022492971,0.5095282724148703,0.5361604207758054,0.03439862542955326,0.6285654799083906
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Jaggaiahpet, Municipality",309.13,69.87,35.75,4554.0,4367.0,3789.0,0.9589371980676329,0.8320158102766798,0.8676436913212732,0.06788098375054896,0.5116645198225275
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Jammalamadugu, Town Panchayat",242.64,73.85,49.73,4907.0,4491.0,2984.0,0.915223150601182,0.6081108620338292,0.6644399910932977,0.04944772773588751,0.6733920108327691
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Jangareddygudem, Municipality",208.33,62.27,56.94,4041.0,3789.0,2401.0,0.9376391982182628,0.5941598614204405,0.6336764317761943,0.051554070774560756,0.9144050104384133
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Kadapa, Municipal Corporation",1587.09,409.71,372.21,26483.0,25660.0,11018.0,0.9689234603330439,0.41604047879771927,0.4293842556508184,0.05992863346297624,0.9084718459398111
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Kadiri, Municipality",289.12,78.09,64.81,5140.0,4770.0,1825.0,0.9280155642023347,0.3550583657587549,0.38259958071278827,0.05624902723735409,0.8299398130362402
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Kakinada, Municipal Corporation",1409.61,461.75,386.75,29533.0,20630.0,8857.0,0.6985406155825686,0.2999018047607761,0.42932622394571013,0.04772999695256154,0.8375744450460205
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025",Kakinadai Development Authority (Kauda),876.76,331.51,287.33,21901.0,21894.0,15241.0,0.9996803798913292,0.6959042966074609,0.6961267927286015,0.04003287521117757,0.8667310186721365
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Kalyandurg, Municipality",168.74,69.95,46.03,4632.0,4388.0,2892.0,0.9473229706390328,0.6243523316062176,0.659070191431176,0.03642918825561313,0.6580414581844174
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Kamalapuram, Town Panchayat",5.71,1.28,0.62,81.0,8.0,8.0,0.09876543209876543,0.09876543209876543,1.0,0.07049382716049382,0.484375
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Kandukur, Municipality",230.08,68.26,29.99,4510.0,3058.0,2462.0,0.6780487804878049,0.5458980044345898,0.8051013734466972,0.05101552106430156,0.43934954585408725
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Kanigiri, Municipality",155.2,42.53,28.09,2810.0,2425.0,1937.0,0.8629893238434164,0.6893238434163701,0.7987628865979381,0.05523131672597864,0.6604749588525747
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Kavali, Municipality",559.56,163.3,130.3,10705.0,10360.0,7354.0,0.9677720691265763,0.6869687062120504,0.7098455598455599,0.05227090144792153,0.7979179424372321
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Kondapalli, Municipality",5.98,1.38,0.55,92.0,,,,,,0.065,0.3985507246376812
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Kovvur, Municipality",154.94,58.97,67.27,3897.0,3721.0,2076.0,0.9548370541442135,0.5327174749807544,0.5579145391023919,0.039758788811906594,1.1407495336611837
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Kuppam, Municipality",76.46,27.63,18.32,1842.0,1088.0,472.0,0.5906623235613464,0.256243213897937,0.4338235294117647,0.041509229098805646,0.6630474122330801
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025",Kurnool Development Authority,1476.78,759.99,762.64,50661.0,50660.0,32518.0,0.9999802609502378,0.6418744201654132,0.6418870904066325,0.02915023390773968,1.0034868879853682
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Kurnool, Municipal Corporation",1583.76,411.1,230.96,25938.0,16404.0,15966.0,0.6324311820495027,0.6155447605829285,0.9732991953182151,0.06105944945639602,0.561809778642666
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Macherla, Municipality",261.53,92.93,74.92,6147.0,5960.0,1971.0,0.9695786562550838,0.3206442166910688,0.3307046979865772,0.04254595737758256,0.8061982137092435
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025",Machilipatnam Development Authority,922.77,389.54,393.08,25968.0,25825.0,13811.0,0.9944932224276032,0.5318468884781269,0.5347918683446273,0.03553488909426987,1.0090876418339578
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Machilipatnam, Municipal Corporation",862.45,313.74,308.08,20657.0,20407.0,5561.0,0.987897564990076,0.26920656436074936,0.2725045327583672,0.041750980297235805,0.9819595843692228
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Madakasira, Town Panchayat",46.46,17.24,11.28,1146.0,1006.0,762.0,0.8778359511343804,0.6649214659685864,0.757455268389662,0.04054101221640489,0.654292343387471
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Madanapalle, Municipality",308.93,115.3,100.93,7635.0,7426.0,4664.0,0.972626064178127,0.6108709888670596,0.6280635604632373,0.04046234446627374,0.8753686036426713
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Mandapeta, Municipality",510.23,131.28,96.04,8693.0,8634.0,7255.0,0.9932129299436329,0.8345795467617624,0.840282603659949,0.05869435177729208,0.7315661182205973
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Mangalagiri, Municipal Corporation",226.41,40.06,28.47,2442.0,2374.0,2351.0,0.9721539721539721,0.9627354627354627,0.9903117101937658,0.09271498771498772,0.7106839740389416
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Markapur, Municipality",345.2,107.73,86.28,7136.0,7061.0,3135.0,0.9894899103139013,0.4393217488789238,0.4439881036680357,0.048374439461883405,0.8008911166805903
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Mummidivaram, Town Panchayat",74.3,29.09,13.94,1929.0,1059.0,840.0,0.5489891135303266,0.4354587869362364,0.7932011331444759,0.03851736651114567,0.47920247507734615
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Mydukur, Municipality",163.08,59.43,47.97,3951.0,3466.0,2124.0,0.8772462667679068,0.5375854214123007,0.6128101557991922,0.04127562642369021,0.8071680969207471
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Nagari, Municipality",158.37,62.46,47.37,4153.0,3509.0,2870.0,0.8449313749097038,0.691066698771972,0.8178968367056141,0.038133879123525165,0.7584053794428434
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Naidupeta, Municipality",254.72,63.8,56.91,4216.0,3980.0,1660.0,0.9440227703984819,0.3937381404174573,0.41708542713567837,0.060417457305502846,0.8920062695924765
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Nandigama, Municipality",109.68,37.96,59.38,2470.0,2362.0,1438.0,0.9562753036437247,0.5821862348178137,0.6088060965283658,0.044404858299595146,1.564278187565859
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Nandikotkuru, Municipality",116.47,45.25,30.2,2998.0,2245.0,1592.0,0.7488325550366911,0.5310206804536357,0.7091314031180401,0.038849232821881255,0.667403314917127
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Nandyal, Municipality",1066.17,265.28,186.4,17352.0,13365.0,13108.0,0.7702282157676349,0.7554172429691102,0.9807706696595585,0.06144363762102352,0.7026537997587455
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Narasapur, Municipality",82.38,35.67,48.0,2358.0,2240.0,870.0,0.9499575911789653,0.36895674300254455,0.38839285714285715,0.03493638676844783,1.3456686291000841
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Narasaraopeta, Municipality",452.83,135.81,66.33,8757.0,8106.0,4227.0,0.9256594724220624,0.4826995546420007,0.5214655810510733,0.051710631494804156,0.4884029158383035
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Narsipatnam, Municipality",236.1,71.77,72.66,4746.0,4470.0,3436.0,0.9418457648546145,0.7239780868099452,0.7686800894854586,0.04974715549936789,1.0124007245367146
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Nellimarla, Town Panchayat",85.54,24.94,29.3,1653.0,1564.0,1123.0,0.9461584996975196,0.6793708408953418,0.7180306905370843,0.05174833635813673,1.1748195669607056
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025",Nellore Development Authority,1900.38,755.13,515.3,50302.0,48094.0,15555.0,0.9561051250447299,0.3092322372867878,0.32342911797729446,0.03777941234940957,0.6823990571159932
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Nellore, Municipal Corporation",3289.66,799.76,612.37,51760.0,49931.0,40922.0,0.9646638330757341,0.7906105100463678,0.8195710079910277,0.06355602782071097,0.7656922076622987
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Nidadavole, Municipality",216.47,68.61,50.53,4532.0,4412.0,2336.0,0.9735216240070609,0.5154457193292145,0.5294650951949229,0.04776478375992939,0.7364815624544527
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Nuzvid, Municipality",341.96,87.14,82.96,5770.0,5499.0,3974.0,0.9530329289428077,0.688734835355286,0.7226768503364248,0.059265164644714034,0.9520312141381684
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025",Ongole Development Authority,1402.37,585.54,444.66,39034.0,38743.0,24358.0,0.9925449608034022,0.6240200850540555,0.6287071212864259,0.03592688425475227,0.759401578030536
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Ongole, Municipal Corporation",1096.47,353.61,209.54,23017.0,7563.0,5984.0,0.3285832210974497,0.25998175261763046,0.7912204151791618,0.04763739844462789,0.5925737394304459
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Palacole, Municipality",443.49,112.02,103.32,7419.0,7359.0,6758.0,0.9919126566922766,0.9109044345599138,0.9183312950129093,0.05977759805903761,0.922335297268345
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Palakonda, Town Panchayat",91.47,38.32,22.44,2534.0,2428.0,1516.0,0.9581689029202841,0.5982636148382005,0.6243822075782537,0.03609707971586425,0.5855949895615866
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025",Palamaner Kuppam Madanapalle Development Authority,1595.86,728.43,573.22,48562.0,48154.0,34943.0,0.9915983690951773,0.7195543840863227,0.7256510362586701,0.03286232033277048,0.7869253051082465
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Palamaneru, Municipality",121.19,51.66,40.59,3429.0,3314.0,1939.0,0.9664625255176437,0.5654709827938175,0.5850935425467713,0.035342665500145816,0.7857142857142858
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Palasa Kasibugga, Municipality",190.88,73.72,36.69,4872.0,4179.0,2412.0,0.8577586206896551,0.49507389162561577,0.5771715721464465,0.03917898193760263,0.4976939772110689
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Pamidi, Town Panchayat",143.84,35.55,31.97,2367.0,2367.0,961.0,1.0,0.4059991550485847,0.4059991550485847,0.060768905787917195,0.8992967651195499
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Parvathipuram, Municipality",199.43,63.9,42.01,4210.0,3841.0,2412.0,0.9123515439429929,0.5729216152019002,0.6279614683676126,0.04737054631828979,0.657433489827856
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Pedana, Municipality",100.45,42.45,40.41,2812.0,2686.0,1915.0,0.9551920341394026,0.6810099573257468,0.7129560685033507,0.03572190611664296,0.9519434628975264
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Peddapuram, Municipality",306.39,85.7,61.77,5665.0,5507.0,4493.0,0.9721094439541041,0.7931156222418358,0.8158707100054476,0.054084730803177404,0.7207701283547258
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Penukonda, Town Panchayat",6.32,1.43,0.62,93.0,3.0,3.0,0.03225806451612903,0.03225806451612903,1.0,0.06795698924731183,0.4335664335664336
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Piduguralla, Municipality",411.9,113.3,61.24,7534.0,5384.0,3683.0,0.7146270241571543,0.48885054419962837,0.6840638930163447,0.054672152906822404,0.5405119152691968
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Pithapuram, Municipality",169.63,54.48,17.54,3565.0,1481.0,1463.0,0.41542776998597475,0.4103786816269285,0.987846049966239,0.0475820476858345,0.3219530102790015
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Podili, Town Panchayat",15.17,4.21,2.62,271.0,162.0,137.0,0.5977859778597786,0.5055350553505535,0.845679012345679,0.05597785977859779,0.6223277909738718
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Ponnuru, Municipality",333.96,94.94,65.6,6233.0,6095.0,3477.0,0.977859778597786,0.5578373175036098,0.570467596390484,0.053579335793357934,0.6909627132926058
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Proddatur, Municipality",761.27,238.67,242.28,15754.0,15444.0,3345.0,0.9803224577884981,0.21232702805636663,0.2165889665889666,0.04832233083661292,1.015125487074203
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Pulivendla, Municipality",300.85,143.53,112.56,9488.0,8547.0,2970.0,0.9008220910623946,0.31302698145025293,0.3474903474903475,0.03170847386172007,0.7842262941545322
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Punganur, Municipality",160.16,59.43,49.5,3952.0,3837.0,3481.0,0.9709008097165992,0.8808198380566802,0.9072191816523325,0.04052631578947368,0.8329126703685008
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Puttaparthi, Municipality",155.75,52.34,37.44,3477.0,3307.0,1641.0,0.9511072763876905,0.4719585849870578,0.4962201390988812,0.04479436295657176,0.7153228888039739
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Puttur, Municipality",156.88,51.99,41.68,3441.0,2750.0,2127.0,0.7991862830572508,0.6181342632955537,0.7734545454545455,0.04559139784946237,0.801692633198692
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025",Rajahmendravaram Development Authority,857.12,361.26,230.5,24051.0,23437.0,11739.0,0.97447091597023,0.48808781339653234,0.5008746853266203,0.03563760342605297,0.6380446216021702
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Rajahmundry, Municipal Corporation",1171.0,319.06,195.42,20255.0,19457.0,13408.0,0.9606023204147124,0.6619600098741052,0.6891093179832452,0.05781288570723278,0.6124866796213878
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Rajam, Municipality",93.37,31.94,36.94,2086.0,2036.0,1475.0,0.9760306807286673,0.7070949185043145,0.7244597249508841,0.044760306807286675,1.156543519098309
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Rajampet, Municipality",124.49,51.27,55.27,3399.0,3349.0,1208.0,0.9852897911150338,0.3553986466607826,0.3607046879665572,0.03662547808178876,1.0780183343085625
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Ramachandrapuram, Municipality",222.45,58.32,46.11,3825.0,3748.0,2944.0,0.9798692810457517,0.7696732026143791,0.7854855923159018,0.058156862745098035,0.7906378600823045
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Rayachoti, Municipality",439.44,118.27,98.56,7790.0,7287.0,2340.0,0.9354300385109114,0.30038510911424904,0.3211198023878139,0.05641078305519897,0.8333474253825992
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Rayadurg, Municipality",241.59,81.7,51.38,5444.0,4795.0,2954.0,0.8807861866274798,0.5426157237325496,0.6160583941605839,0.044377296105804556,0.6288861689106487
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2025","Repalle, Municipality",224.48,60.85,56.88,3991.0,3910.0,2238.0,0.9797043347531947,0.5607617138561763,0.5723785166240409,0.05624655474818341,0.9347576006573541
